sentiment,text,label
positive,vdw combined lxe device enhances productivity enabling worker use single device perform voice scanning keyboard function,2
positive,choose efficient best overall value option customer already bidding stage,2
neutral,make available following brandnew market analysis cement uk cement poland cement belgium analysis give clear overview actual situation future outlook cement industry european country,1
neutral,make available following brandnew market analysis cement pakistan cement malaysia cement taiwan cement philippine analysis give clear overview actual situation future outlook cement industry asian country,1
neutral,serve broad range customer including construction process industry shipyard public sector household,1
neutral,went market yield guidance area gave u flexibility go th,1
neutral,vehvilainen currently chief operating officer nokia siemens network join finnair january take ceo effective february,1
neutral,new type network element added network conversion file updated adding information required converting message format new network element type format understood management system,1
positive,open next year largest facility world produce diesel fuel renewable feedstock palm oil animal fat,2
neutral,via plant belgian company feed mw electricity distribution grid able deliver mw heat,1
positive,viking line head jan kaarstroem told tt company ferry well equipped handle ice passenger safe,2
neutral,yara suomi ltd also provides nitrogen chemical technical nitrate various sector industry well product used environmental protection,1
neutral,finnish plumbing heating system supplier uponor announced companywide cost reduction program august,1
positive,finnish plumbing heating system supplier uponor corporation omx helsinki unrv said tuesday august board director authorised management proceed companywide cost reduction program,2
neutral,flurry analytics spokesperson said measuring window phone data week firm doublechecked data make sure per cent rise aberration,1
negative,net sale finnish sanoma learning literature finnish medium group sanoma decreased januaryjune totalling eur mn eur mn corresponding period,0
negative,employing finland abroad unit recorded firstquarter sale mln eur operating loss mln eur,0
negative,jp morgan expects scala lower nobel biocare growth forecast current guidance pct well operating margin target current pct,0
negative,furthermore sale new passenger car light commercial vehicle country declined yearonyear last month,0
negative,service firm tietoenator bucking general trend holding flat eur slipping back earlier gain,0
negative,profitability ebit compared q,0
negative,several large stock tacked lower however,0
positive,company booked apriljune new order worth mln eur compared mln eur period year ago,2
negative,sale midstrength beer decreased,0
negative,teliasonera underlying result however included mln skr positive oneoffs hence adjusted underlying ebitda actually amount bln skr clearly expectation analyst said,0
positive,aspocomp repaid interest bearing liability standard chartered bank use rest consideration partially repay interest bearing liability finland improve liquidity,2
positive,eurochem head corporate finance alexander gavrilov said pleased confirmed eurochem able attract longterm fund attractive rate,2
positive,memorandum understanding mou party collaborate preparing implementing joint project field combined power heat generation environmental protection energy efficient technology,2
positive,honored acknowledged commitment industry especially asia pacific,2
neutral,thank jarmo ukonaho warmly contribution wish best future challenge,1
positive,seminar introduced modern clean technology product financial tool sponsorship program energy environment project well potential develop clean energy vietnam,2
positive,proving good cellphone design truly work art website nokia provides colorful canvas expression mobileinspired sentiment,2
positive,following last year good profit development entered current year good position,2
positive,helsinki thomson financial kemira growhow swung profit first quarter earnings improved sale especially fertilizer business europe normally stronger first quarter,2
positive,finnish lifting equipment maker kone oyj said october order worth mln euro mln deliver total custom designed elevator norwegian shipbuilder aker yard asa,2
positive,full company expects net sale operating result improve previous year saying positive operating result amount depend order intake end summer,2
positive,focus improving profitability next year streamlining operation,2
positive,md henning bahr stockmann gruppen praise trend since chain become stronger decisionmaking process clear,2
positive,mr lee said hoped neste move pave way collaboration project two country,2
positive,company enhance gprs capability existing idea telecom service area add service area network,2
positive,company make marketing sale investment initiated even efficient,2
positive,core solidium investment strategy proper value enhancing asset management current holding,2
positive,developer project predict completed april skanssi attract million visitor annually,2
positive,geosolutions technology leverage benefon gps solution providing location based search technology community platform location relevant multimedia content new powerful commercial model,2
positive,stock trading map day map sek higher day map sek bullish indicator,2
positive,partially offset mln eur gain sale celbi pulp plant portugal,2
positive,measure suominen corporation aim ensure competitiveness flexible packaging business long term,2
positive,abb deutsche bank upgraded recommendation swissswedish engineering group abb ltd buy hold,2
positive,pleased proud performance last year chief executive juha rantanen said statement,2
positive,pleased receive nomination committee request confidence say jon risfelt,2
positive,design team long admired marimekko vivid pattern color,2
positive,overall pleased startup curve pleased quality paper stora spokeswoman patricia dietz said tuesday,2
positive,pleased effort negotiating team look forward productive four year ahead,2
positive,proud welcome another distribution facility north mississippi region known logistics center united state said gray swoope executive director mda,2
positive,pleased working fujitsu ntt docomo advance progress lte said juergen walter head converged core nokia siemens network,2
positive,memorandum understanding cooperation finnish global chemical company kemira vietnam national chemical group vinachem signed occasion,2
neutral,affecto helped skat set platform previously delivered several business intelligence project skat,1
positive,also bringing right kind people upgrade human resource,2
positive,seminar memorandum understanding cooperation signed finnish kemira company vietnam national chemical corporation,2
positive,acquiring rcp combine strong knowhow expertise solid local company,2
positive,eurochem cfo andrey ilyin said facility mark another important step eurochem securing longterm financing necessary potash strategic project,2
positive,helsinki thomson financial kone said four order saudi arabia united arab emirate qatar worth mln eur,2
positive,adp news finnish handling system provider cargotec oyj hel cgcbv announced friday order worth eur million usd deliver linkspans jordan morocco ireland,2
positive,merrill lynch analyst campbell morgan upgraded recommendation paperlinx neutral buy may,2
neutral,mr atul chopra chief operating officer president tecnotree elaborated eager see continued success former tecnomen bringing lifetree product mena tecnotree umbrella,1
positive,outotec oyj press release february outotec two large mineral processing technology order mirabela mineracao brasil ltda brazil cumerio med jsco bulgaria,2
positive,outotec said new order worth mln eur quarter compared mln eur year earlier,2
positive,president ceo mika vehvilinen say positive sign first foremost emerging outside finland,2
positive,raute said order worth around mln eur supply several plywood production line mill operated russian wood product company sveza group,2
positive,satama earned data management solution competency business intelligence specialization recentlyvia acquisition fimentor oy,2
neutral,since inception access stable management team remained disciplined focused proactive screening selection management european small midmarket buyout fund fund mandate,1
positive,sysopen digia plc press release february ibm finland rewarded distinguished partner company,2
positive,brokerage said seen true turning point european steel base price better pricing seen carrying second quarter,2
positive,concept enables commercially affordable way manufacture highquality tco coated glass solar industry,2
neutral,goal secure company profitability competitiveness,1
positive,new policy also aimed making company profitable competitive,2
positive,purpose action ensure company cost effectiveness year near future,2
positive,location make mall convenient place shop consumer three large residential area nearby jaroszowka wysockiego zgody,2
positive,tieto offer aktia good foundation required support service implementing update project say juha volotinen responsible aktia web service,2
positive,glad long cooperation sodra continues comment stiggoran sandberg affecto area manager baltic operation,2
neutral,opportunity responsibility create new journalistic culture serve reader alma medium newspaper say hannu ollikainen head new helsinki desk,1
positive,lining stone sale also good early autumn order book strong end year,2
neutral,patronage refund reward member use feebased service make positive contribution cencorp operating result said bill walby cencorp ceo,1
positive,vessel order help aspo secure longterm competitiveness fleet term technology pricing,2
positive,december finnishgerman telecom equipment maker nokia siemens network said today contract upgrade radio network homebased telecommunication company elisa oyj hel eliv,2
positive,finnish kci konecranes awarded order four hot metal ladle crane indian steel producer bhushan steel strip delivered,2
positive,finnish raute precision large glass batch plant mortar plant order mexico u,2
positive,vaahto pulp paper finnish vaahto group awarded order renovate finnishswedish forest industry company stora enso paperboard machine ingerois board mill finland,2
positive,combining two producer create strong eubased fertilizer industry capable meeting global competition added,2
positive,finnish solution provider affecto oyj said today frame contract valued eurm implement next phase insurance application south african mutual federal insurance company limited mf,2
positive,helsinki afx kci konecranes said order four hot metal ladle crane indian steel producer bhushan steel strip ltd,2
positive,helsinki afx outokumpu said technology unit mln eur contract bosniaherzegovina aluminij dd mostar upgrade anode plant,2
positive,hk ruokatalo account poultry sale finland profitability good level,2
positive,however bottomline result improved thanks positive financial item,2
positive,kesko agro lietuva agricultural machinery grain trader another member kesko group boosted sale percent million euro vat inclusive,2
positive,lee man paper metso long prosperous cooperation good example changshu hongmei kraftliner machine delivered earlier,2
positive,london leading share today jumped almost point market opened,2
positive,metso said order worth around mln eur supply kraftliner board machine china lee man paper co,2
positive,mika stahlberg vp fsecure lab said excited proud fsecure recognized avcomparatives product year,2
positive,ministry water tanzania awarded poyry water sanitation engineering assignment rehabilitation extension water supply sanitation infrastructure bukoba musoma situated lake victoria northern tanzania,2
positive,policy also aimed making company profitable competitive,2
positive,three year turnaround program expected ensure salomon future competitiveness company said,2
positive,pleased fine cooperation two country recent time said,2
positive,finland leading metal group outokumpu said fourthquarter net profit tripled back strong global demand stainless steel soaring base metal price proceeds sale technology unit,2
neutral,neste oil corporation refining marketing company concentrating clean highquality traffic fuel,1
neutral,aug gawker medium delivered newstex love fishing video game felt nt enough wackiness involved activision nasdaq atvi rapala fish might catch eye familyfun hook,1
neutral,company poser want impress people latest handset,1
positive,delighted announce support intel based handheld platform capability made development easier faster,2
positive,according bosse present cooperation beneficial party however,2
positive,proud contribute creation worldclass airport facility kone innovative people flow tm solution,2
negative,finnish insurance company fennia kesko group ending loyal customer cooperation,0
neutral,according posted world intellectual property organization present invention relates hydrocarbon particularly manufacture hydrocarbon component suitable aviation fuel jet fuel blending stock aviation fuel,1
neutral,exactly happened recent weekday east baker brought remind resident easter tradition making wheat rice pie,1
neutral,investment investment activity communication relates available relevant person engaged relevant person,1
positive,efore presence also open new interesting development opportunity student dean faculty electronics communication automation tkk said,2
neutral,fortum need clear signal commitment government permit available company start next round kuula say,1
neutral,help stakeholder get better understanding operation challenge stainless steel business,1
neutral,mr mika korpinen apac vice president comptel concludes comptel demonstrating importance providing reliable delivery enabling timetomarket,1
neutral,music provided major international regional label including universal music group sony music entertainment warner music emi music rotana mazzika melody music platinum record leading content aggregator orchard well thousand independent label,1
neutral,nordea bank large share vast experience nordic credit card market,1
neutral,one even receive spot alert soon job posted putting front queue opportunity,1
positive,one colleague summed e quite aptly remarked fantastic hardware,2
neutral,strong brand visibility nationally regionally primary importance home sale vehicle consumer advertising,1
positive,swiss franc surged record euro reported sharpest gain manufacturing march,2
neutral,technopolis said protocol signed technopark would built site covering six hectare neudorf special economic zone planned invest million euro project inclusive,1
neutral,addon order contains among others control valve instrumentation well complete mill engineering electrification metso drive control,1
positive,cl designed measure cloud base height vertical visibility weather condition make ideal instrument meteorological application rely reliable cloud height detection,2
neutral,company objective offer best people flow experience developing delivering solution enable people move smoothly safely comfortably without waiting building increasingly urbanizing environment,1
neutral,index include top company committed sustainable development,1
neutral,paper industry deinking sludge produced mill use recycled fiber printing ink removed recovered paper also suitable raw material,1
neutral,repurchase bond executed open market accordance section f term condition convertible bond,1
neutral,tip week panfish like bluegill great fun catch especially child new fishing,1
neutral,aldata help retailer ensure merchandising selection reflect customer demand evolving shopping behavior,1
positive,pleased bjorn wahlroos accepted nomination,2
neutral,korean consumer techsavvy leading pack term design gill hyunchang president motorola korea inc told dow jones newswires interview,1
positive,qpr integrated management system fastest easiest efficient way organization around world take control humancentric business process,2
positive,delighted welcome elisa board director said garry mcguire ceo rmg network,2
neutral,want serve kcitymarket customer offering interesting topical selection,1
neutral,finnish food industry company interested opportunity provided ukraine,1
neutral,finnish newspaper publisher sanoma medium group sanomawsoy merging free sheet uutislehti metro midseptember form new free sheet named metro,1
neutral,finnish raute precision supply weighing dosing system plant changing name lahti precision,1
neutral,finnish suominen corporation make wipe nonwovens flexible packaging plant near warsaw poland make flexible packaging,1
positive,representative body swedish meat approved improved offer finnish hk ruokatalo acquire company,2
neutral,according mark white locatrix communication ceo company web service interface allows device owner friend family track locate twig user via web browser,1
neutral,active shipping essential finland,1
positive,renovation biggest moulding line orhangazi foundry modern line europe,2
neutral,basic banking activity continued normal,1
neutral,cent scout potential acquisition target detailed insight company financial operational performance,1
neutral,chic cheerful finnish design house marimekko sending geometric textile world past year,1
neutral,community gardening become popular activity especially raise vegetable,1
neutral,companiesandmarketscom provides wide range research report industry statistic competitive intelligence industrial sector,1
positive,finland neste oil awarded chemical industry federation finland innovation award nexbtl technology enables biodiesel produced vegetable oil animal fat,2
positive,finnish electronics manufacturer pkc group oyj omx helsinki pkcv said wednesday december completed acquisition man nutzfahrzeuge ag cable harness business man star truck bus spolka zoo poland,2
neutral,forest certification voluntary system aimed promoting sustainable forest management commercial forest,1
neutral,france tlcom spent time studying teliasonera potential takeover target shareholder want sell pellissier said,1
neutral,fsecure online backup automatically protects content stored computer smartphone making copy content online location,1
neutral,said thing different new finnish nuclear power station go operation large hydro powered station northern europe good year,1
positive,higher bit rate outgoing traffic improves enduser experience mobile broadband service video conferencing file sharing sending email attachment,2
neutral,honkarakenne oyj worldleading manufacturer genuine wooden home sponsoring finnish crosscountry skier virpi kuitunen next three year,1
positive,looking forward contribute srv success competence say taneli hassinen,2
neutral,turn fradkov said russia interested adopting finnish experience forming technology park framework implementing law special economic zone,1
positive,combine perfect price performance sophisticated management facility company said,2
positive,provides customer industryleading elevator escalator innovative solution maintenance modernization,2
neutral,said comptel delivers reliable provisioning activation solution improve fulfilment process operator,1
positive,kemira coating leading supplier paint northern eastern europe providing consumer professional branded product approx,2
neutral,lt also made commitment redeem remaining share end,1
neutral,proline plus mechanical liquid handling device robust design suitable type application,1
neutral,nokia said next generation mobile gaming platform make easy people find buy play share rich immersive game range nokia device,1
neutral,bavelloni nst joint venture bavelloni tool completes semiproducts produced italy highquality tool sold diapol brand,1
neutral,panostaja financially secure finnish multifield corporation creates healthy company company entity,1
positive,poyry good track record major transportation project latin america,2
neutral,shareholder right put agenda agm item within competence general meeting,1
neutral,far company awarded worth tool material,1
neutral,supported nokia phone include n ngb n nn n n n n n n n n n n n n n e e e e e e eei e e e touch xpress classic navigator classic navigator xm,1
positive,basware connectivity service allow company handle purchase pay process online make internal process efficient said ceo ilkka sihvo basware corporation,2
neutral,company main shareholder lihakunta itikka osuuskunta made commitment acquire share worth eur mn,1
neutral,engine asiapacific industry profile essential resource toplevel data analysis covering engine industry,1
positive,itunesbased material accessible windowsbased macintosh computer transferable portable device including apple ipod,2
neutral,machine annual production capacity tonne supercalendered magazine paper paper grade based recovered fiber stora enso said,1
neutral,moscow metro first metro system europe implement smart card together new type magnetic card,1
neutral,stonegate product centrally manageable suited physical virtual environment,1
neutral,total scholarship amount euro recipient chosen recommendation fine art university sport association,1
neutral,tower engineer created degree westward lean four time inclination leaning tower pisa using diagrid structure aligned geometrically using tekla structure bim building information modeling software,1
neutral,winner included honda odyssey minivan nissan armada large suv,1
neutral,company sq office commercial building substantial amount building right new shopping center liljeholmen stockholm,1
positive,bold spinning red fabric design set beautifully ercols napoli sofa,2
positive,tomtom given assurance continue sell map competitor win eu approval,2
neutral,also pleased welcome new employee tieto,1
positive,excited working maxi first commercial deployment master maya said joe doering head asia south region nokia siemens network,2
neutral,hope future turn novel method prevention alcohol tobacco smoking associated oral cancer,1
neutral,cant understand theyre saying impressive watch hit ball speed,1
positive,give u sense pride exposure said bruce hansen svh sale representative wolverine,2
positive,nokia calling innovator africa competition specifically launched enable developer create locally relevant bestofbreed mobile application,2
positive,po ferry efficient powerful vessel dover calais route head shipbuilder rauma yard timo suistio said,2
neutral,people enjoy mobile game often customer enjoy experimenting new mobile service content,1
neutral,russia ready participate open tender lattelecom privatization,1
neutral,subscriber browse free number handset select number package service prefer activating phone,1
positive,happy working rapala encourage boater angler introduce newcomer sport said rbff president ceo frank peterson,2
positive,pleased welcome tapeks noma cramo group,2
neutral,invention released patent office said noncoherent search matrix formed said correlation function matrix,1
neutral,stakeholder comptel involved workshop meeting filed comment issue greatest importance competitive sector industry,1
neutral,aspo plc stock exchange bulletin october pm aspo system division completed statutory negotiation required act cooperation within undertaking conducted part action plan launched august,1
neutral,successful requires providing level quality satisfies customer partner,1
neutral,company keep commercial independence continue market traditional product individually,1
positive,cdli highlight company provided comprehensive response carbon disclosure project cdp information request,2
neutral,city cu welcome dart member dallascity cu welcome member dart fcu merge city cu,1
neutral,city user search home property area city active even outside country,1
neutral,enclosed affecto call extraordinary general meeting held july th main agenda approve authorization board proposed share issue related component software acquisition elect haakon skaarer affecto board,1
neutral,europe however remains important strong market u,1
neutral,founded company us sixstep timefocused collaborative project approach improve financial institution revenue stream,1
neutral,homeowner across north america green experience share cost saving clean ecofriendly heating,1
neutral,includes company new highly powerful compact scalable flexi multiradio base station,1
neutral,profitable make pulp paper sawn good area combination factor good,1
neutral,kesko finnish retail specialist whose store offer quality daily life consumer valued product service competitive price,1
neutral,light curfew curl latest bestseller treat eye perfect reading light luceplan,1
positive,luxembourgregistered investment fund amber trust ii final approval lithuania competition council acquire percent sanitas country largest pharmaceutical producer,2
neutral,nokia said outcome fair responsible social plan,1
neutral,nurminen logistics provides highquality logistics service railway transport terminal service forwarding special heavy transport medical transport,1
neutral,panostaja treat negotiating partner entrepreneur selling life work newcomer entrepreneur seeking career fairly justly according law,1
neutral,patrick jeambar also continue responsible innovation health safety environment hsea function ahlstrom corporation,1
neutral,nasdaq omx geov gypsii business unit developer awardwinning gypsii mobile social networking application today announced availability free download via samsung mobile application store,1
neutral,sami seppnen ceo elisa eesti say novel network allows fast mobile broadband sparsely populated area,1
neutral,sanoma corporation want new better frequency helsinki metropolitan area,1
neutral,sanoma learning literature offering print digital learning material present eleven country,1
positive,adapter awarded certified integration sap netweaver endorsement integrates basware invoice automation procurement solution different erp system,2
positive,commission applauded applying factbased datadriven approach providing clarity future petition,2
positive,company celebrates fiftieth anniversary next year exporting distinctive detached home central europe several decade,2
neutral,contract cover new energyefficient ac drive designed cooperation company,1
neutral,costanza light aluminum base washable shade come white pistachio orange blue red,1
positive,energyefficient data center built combining effective energy solution stateoftheart technology,2
neutral,familiar blue white red hk seal received authentic look,1
negative,finnish daily kauppalehti surmise finnish supplier rautaruukki raised price aker comfort zone,0
neutral,method utilises waterborne ultra product giving protection wooden surface industrial painting process whereby two layer top coat applied exterior wooden panel board without separate primer,1
neutral,popular paper far kesko loyal customer magazine pirkka reader,1
neutral,process technology project management basic engineering quality assurance within forest industry consolidated vantaa southern finland,1
neutral,smaller molecule improve grip tyre topspeed driving,1
positive,social plan negotiation part three year turnaround program expected ensure salomon future competitiveness,2
neutral,test conducted nokia siemens lte center competence espoo finland follow company production start lteready flexi multiradio base station mhz band april complement earlier test nokia mhz mhz band,1
neutral,tool patent pending design allows consumer lay entire project removable plate using multiple clear stamp kind,1
neutral,use case dramatically narrow go hot ltd,1
neutral,vessel also environmentally friendly fast modern convenience,1
neutral,thus sysopen digia accordance chapter section finnish company act obtained title share sentera redeemed,1
neutral,today orange scissors iconic symbol excellent ergonomic design superior quality associated every product fiskars,1
neutral,sound experience project delivery large multipurpose complex sport arena say sami eronen svp infrastructure northern europe ruukki construction,1
neutral,weber convinced friend ray ostrom owned lake street sporting good store sell lure,1
positive,nokia strong track record lowerend handset market said july touchscreen offering would come year cheaper rival model order tap highervolume market,2
positive,aim ensure vacon good shape capital expenditure start pick comment vacon plc president ceo vesa laisi,2
negative,share royal sun alliance continued slide back month high p last month potential suitor ruled takeover bid,0
negative,managing director comment net sale first quarter notably lower year especially finland russia baltic country,0
positive,sale climbed pct bln eur surpassing mln eur consensus figure,2
positive,suominen corporation estimate costcutting program started autumn higher sale price expected growth volume wet wipe make company operation profitable,2
positive,release company said vocollect customer north america take advantage voice directed warehousing solution increase warehouse efficiency productivity gain discounted price,2
neutral,marimekko make sort colorful little impulse buy umbrella baby bib change purse sale better take advantage shopper ca nt commit furniture want piece action,1
positive,business boomed ostrom helped plant small story rapala lure life magazine issue featured marilyn monroe cover,2
positive,finnish oko bank signed cooperation agreement raiffeisen concerning finnish company investment russia,2
positive,paper maker stora enso oyj said friday acquitted charge participated paper pricefixing conspiracy united state,2
positive,cooper sh uk distributor lift equipment manufacturer konecranes fiveyear deal involves low maintenance fuel saving technology,2
positive,metsaliitto said book minor gain less eur transaction,2
positive,negotiation carried constructive manner party tried find solution situation,2
positive,much better process using virgin paper requires less transportation wood pulp place like finland canada,2
positive,reporting period biotie north american licensing partner somaxon pharmaceutical announced positive result nalmefene pilot phase clinical trial smoking cessation,2
positive,indorussia trade cross targeted billion dollar double billion dollar trade irritant procedural hassle resolved chamber said survey obstacle trade russia,2
positive,significant milestone benefon helping u secure critical usp personal navigation product roadmap beyond commented simon button chief technology officer benefon,2
positive,may finnish electronics producer elcoteq se hel elqav said today signed extensive cooperation agreement industrialisation manufacturing distribution aftermarket service mobile phone japan sharp tyo,2
positive,investor continue interested company share although quite cheap affarsvarlden said,2
neutral,swedish telco teliasonera teaming friend swedish organization bullying fight bullying child teenager via electronic channel,1
neutral,year personal entertainment play significant role determining whether fitness facility workout experience pleasurable chore said brian wilson director marketing precor entertainment service division,1
neutral,see new post inspiring challenge,1
neutral,continue make easier user explore service handset work towards bringing internet wider range device including mid lowend device said kallasvuo,1
neutral,finland dominating rail company vr planning set infected passenger longdistance trip separate carriage,1
positive,complying european water framework directive requirement pretreatment unit fully renovated including hydraulics waste water inception degridding sand grease removal treatment deodorization unit,2
neutral,purchase pay solution enable company gain visibility control businesscritical financial process,1
positive,far mr galvan able avoid laying worker,2
neutral,agreement must approved russian competition authority enters force,1
neutral,total amount subscription price recorded fund invested nonrestricted equity,1
negative,super nasty said eric schultze chief technology officer shavlik technology llc st paul minnbased maker patch management tool,0
neutral,kemira installation nordalu producing ton liquid solid aluminum waste per year,1
neutral,announced solution unit speed cooperation august shifted simonson finance chief lowend phone october,1
neutral,started software capable retrieving data typed computer keyboard keyloggers complex mechanism arrived scene phishing pharming,1
negative,third original participant dropped due nausea side effect,0
neutral,mr skogster currently serf manager responsible abb oy system module low voltage drive,1
neutral,finnish company sold uk operation consisting staff office london birmingham manchester part deal hampden july europeanwide property casualty arm sampo industrial,1
positive,stonegate utm solution offer protection inbound outbound attack,2
neutral,counter competitor strength target weakness,1
neutral,appeal concerning project lodged czech ministry environment,1
negative,aspocomp large factory china factory building project india halted due financing problem,0
neutral,founded bioview automates laboratory test especially diagnostic test cancer,1
negative,fsecure also point logical weakness sequenced number card approach apparently already utilised,0
neutral,inspects company strategic strength weakness,1
neutral,even little bit higher yara multiple analyst helsinki said,1
neutral,kesko offer hilton open hotel kalinisky prospect square metre building difficulty,1
neutral,key reason read report report contains relevant information leaving excessive data,1
positive,completion recycling plant important link chain creating waste management system dubna region meet eu standard,2
neutral,dollar bounced back hitting another record low euro reached first time,1
neutral,fivestorey ecoefficient building gross floor area sq also include apartment,1
neutral,new company buy baltic pearl cjsc lease right hectare construction mall gross area sq million sq ft,1
negative,seawind en route finnish port turku stockholm got stuck ice already around pm wednesday regal star journey swedish port kapellskar paldiski northwestern estonia cut short thursday,0
neutral,stena poseidon socalled panamax tanker designed able pas narrow passage panama canal lock,1
positive,upon completion keskuskatu form backbone helsinki pedestrianised downtown area linking city main pedestrian precinct,2
negative,uncommonly weak snow condition nearly every market affected first quarter result chief executive roger talermo said,0
negative,danish company flsmidth acknowledged violated patent held finnish metso,0
negative,liquidity providing interrupted may aspocomp group oyj share traded cent aspocomp stock exchange release,0
positive,market expecting poor performance company stock percent xac u early afternoon trading helsinki,2
positive,layoff aimed reaching annual saving target billion euro billion end,2
positive,according finnish insurance company tapiola local insurance group lhivakuutus pohjola two fierce storm end july beginning august felled tree around finland speeded sale forest insurance,2
positive,excluding nonrecurring item pretax profit surged eurm,2
neutral,result cancellation maximum increase citycon share capital basis convertible bond decreased eur eur,1
negative,adp news feb finnish retailer kesko oyj hel kesbv said today total sale excluding value added tax vat stood eur million usd january yearonyea,0
negative,low capacity utilisation rate steel production considerably increase fixed cost per unit steel produced,0
positive,talentum expects net sale core business increase compared,2
positive,newly formed company yit stavo local contact network expertise market know euro stavokonsult combined yit housing concept said juha kostiainen yit vice president corporate communication business development,2
positive,euro million investment lewa netted deutsche beteiligungs euro million,2
positive,china finnish kone provides elevator escalator solution modernisation maintenance build escalator installed highspeed railway section beijing shanghai year time,2
positive,according pkc acquisition would bring significant addition pkc customer base,2
positive,airbus firm order nonbinding commitment,2
neutral,aspo net sale totaled eur million,1
positive,end review period nordic aluminium order book stood eur mn compared eur,2
neutral,company existing investment plan coordinated,1
positive,net sale operating profit record high company history,2
neutral,e building system service revenue eur mln,1
positive,elcoteq stock order stabilised past week mr krippl said,2
neutral,export account one tenth company annual turnover one billion kroon,1
positive,favourable currency rate also contributed higher net sale ceo kari kauniskangas said,2
positive,fiskars yearold global business best known orangehandled scissors expects derive synergy eur million year consolidating certain part housewares division two compete,2
neutral,incap expects revenue eur million,1
positive,fullyear net sale expected increase approximately company said,2
neutral,company net sale amounted approximately eurm employee,1
neutral,kone annual net sale eur billion approximately employee,1
positive,addition indian market new plant serve salcomp customer globally company said,2
positive,q april finnish forest machinery equipment maker ponsse oyj hel ponv said today expects swing net profit eur first quarter eur loss year earlier,2
positive,beginning year wartsila secured order deliver four gasfuelled main engine propulsion machinery vessel,2
neutral,second quarter net sale operator business partner represented group total net sale,1
positive,india trade russia currently stand four billion dollar growing per cent fiscal,2
positive,instead elcoteq signed nonbinding letter intent another asian strategic investor,2
neutral,international operation accounted net sale,1
neutral,latin america currently account approximately sale finnish bssoss va supplier telecom operator tecnotree company president ceo eero mertano told bnamericas,1
positive,lithuanian beer maker sold million liter beer rise per cent yearearlier figure million liter,2
positive,loss tax amounted eur mn compared loss mn,2
neutral,net sale eur billion international operation accounted roughly quarter,1
positive,net sale revenue per passenger expected increase,2
neutral,nokia oyj production site bochum germany posted profit interest mln eur capital reported excerpt article released tomorrow citing internal document,1
neutral,operating income eur mn including eur mn restructuring expense,1
neutral,operating profit quarter apriljune amounted eur net sale eur,1
neutral,poyry net sale amounted eur million employ expert,1
positive,return investment compared,2
neutral,roshan net sale million ebitda million,1
positive,selfservice automation bigger role fujitsu global resource exploited effectively,2
neutral,board director proposes shareholder meeting march company would pay dividend financial year january december eur per share,1
neutral,company employing reported net sale mln euro mln,1
positive,company moved operating profit eur versus operating loss eur also turned eps eur versus loss per share eur,2
neutral,company reported net sale eurm employee,1
neutral,company net sale totalled meur operating margin per cent,1
neutral,company pay dividend eur per share total eur mn,1
neutral,decision tekes based among following ground project significant impact business development company,1
neutral,estimated turnover new company lvl million eek million,1
neutral,finnish company claim quarter million contented tulikivi fireplace business homeowner worldwide,1
neutral,fouryear contract bank ski sport finland bring bank advertisement skier helmet cap,1
neutral,group net sale eur million employ people country,1
neutral,group order book eur mn end,1
positive,insurer anticipates share nordea net profit significant,2
positive,item included restructuring cost eur year earlier eur diluted eps stood eur versus loss per share eur,2
positive,new office located shenzhen strengthen vaisala already year old presence china,2
positive,price raw material aluminium went end company considers outlook favourable,2
positive,refining margin year bbl compared bbl prior year,2
neutral,report also said nokia operation comprising site bochum ulm dusseldorf munich frankfurt posted operating profit interest mln eur,1
positive,subdivision made sale revenue last year eur million eur million operating profit eur million eur million,2
neutral,value order hand totaled eur mn,1
neutral,value confirmed aircraft order total eur bn,1
positive,vaahto entered deal via subsidiary vaahto pulp paper machinery supply two unit end remaining one expected delivery beginning,2
positive,via move company aim annual saving eur million usd main part expected realized year,2
positive,viking line manages well current ferry,2
positive,scania morgan stanley lifted share target swedish heavyduty truck bus maker scania ab crown euro crown euro,2
positive,recommendable nokian z g according adac judgement latest summer tyre test german automobile association adac,2
neutral,ukraine act partner major bakery client production product development,1
positive,neste oil working research community europe america africa asia australia develop introduce new raw material,2
positive,announced investment carmaker hyundai example sound optimistically u course new car mean new tire,2
neutral,already allocated money inventory,1
positive,january finnish flag carrier finnair oyj hel fias said today sealed nineyear sale leaseback agreement newest airbus aircraft syndication japanese operating lease market,2
positive,according acnielsen scantrack study period week week cocacola market leader soft drink finland,2
positive,finnish ahlstrom corporation ordered key production equipment new glass nonwovens production line russian tver mill finnish vaahto pulp paper machinery part vaahto group,2
neutral,finnish navigation device manufacturer benefon changing name geosentric report net sale eur mn second quarter,1
positive,finnish vacon signed significant deal norwegian scandinavian electric system s supply ac drive,2
positive,finnishswedish tietoenator expanding business quickly russia,2
positive,hkan dahlstrm head mobility service teliasonera forecast mobile data volume teliasonera network sweden rise eightfold tb,2
neutral,order plywood mill machinery equipment announced finnish raute september delivered thebault plyland france,1
positive,according mreal ceo mikko helander transaction enable company proceed swiftly restructuring program,2
positive,according olvi managing director lasse aho company ongoing mmx plus project aim find growth outside finland,2
neutral,according scanfil president harri takanen scanfil investment activity proceeded according strategy several front,1
positive,acquisition made business well integrated,2
neutral,alma medium net sale totalled meur operating margin per cent,1
neutral,aspokem posted operating profit mln euro mln net sale mln euro mln,1
neutral,auburn sale cad million approximately eur million company employ people,1
